word,surface_form,sentence,sentence_domain,ambiguity_score,semantic_similarity_spread,contextual_confidence_gap,domain_diversity,is_ambiguous,ambiguity_type,top_sense_1_domain,top_sense_1_gloss,top_sense_2_domain,top_sense_2_gloss,explanation
hit,HIT,(c) Maintain a training program that includes documented procedures and training requirements to ensure its personnel are competent to certify HIT;,Software/IT,0.823,0.997,0.5,0.0,True,Intra-Domain,Software/IT,a murder carried out by an underworld syndicate,Software/IT,(baseball) a successful stroke in an athletic contest (especially in baseball),"The word ""hit"" appears in a sentence whose detected domain is ""Software/IT"".
  Candidate sense 1: [Software/IT] a murder carried out by an underworld syndicate (context similarity=0.11)
  Candidate sense 2: [Software/IT] (baseball) a successful stroke in an athletic contest (especially in baseball) (context similarity=0.11)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Software/IT"" domain but represent distinct concepts."
product,product,The product shall be expected to operate for at least 5 years for each customer installation.,Software/IT,0.756,0.948,0.4,0.5,True,Intra-Domain,Software/IT,a quantity obtained by multiplication,Software/IT,a consequence of someone's efforts or of a particular set of circumstances,"The word ""product"" appears in a sentence whose detected domain is ""Software/IT"".
  Candidate sense 1: [Software/IT] a quantity obtained by multiplication (context similarity=0.19)
  Candidate sense 2: [Software/IT] a consequence of someone's efforts or of a particular set of circumstances (context similarity=0.18)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Software/IT"" domain but represent distinct concepts."
expect,expected,The product shall be expected to operate for at least 5 years for each customer installation.,Software/IT,0.465,0.5,0.4,0.5,False,None,Software/IT,regard something as probable or likely,,,"The word ""expect"" appears in a sentence whose detected domain is ""Software/IT"".
  Candidate sense 1: [Software/IT] regard something as probable or likely (context similarity=0.00)
  Candidate sense 2: [Software/IT] consider obligatory; request and expect (context similarity=0.00)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Software/IT"" domain but represent distinct concepts."
operate,operate,The product shall be expected to operate for at least 5 years for each customer installation.,Software/IT,0.801,0.963,0.5,0.5,True,Inter-Domain,Healthcare,perform surgery on,Software/IT,handle and cause to function,"The word ""operate"" appears in a sentence whose detected domain is ""Software/IT"".
  Candidate sense 1: [Healthcare] perform surgery on (context similarity=0.21)
  Candidate sense 2: [Software/IT] handle and cause to function (context similarity=0.19)
Classified as INTER-DOMAIN ambiguity: the top two candidate senses belong to different application domains (""Healthcare"" vs. ""Software/IT"")."
year,years,The product shall be expected to operate for at least 5 years for each customer installation.,Software/IT,0.07,0.0,0.2,0.5,False,None,Software/IT,a period of time containing 365 (or 366) days,,,"The word ""year"" appears in a sentence whose detected domain is ""Software/IT"".
  Candidate sense 1: [Software/IT] a period of time containing 365 (or 366) days (context similarity=0.09)
  Candidate sense 2: [General] a period of time occupying a regular part of a calendar year that is used for some particular activity (context similarity=0.00)
Classified as INTER-DOMAIN ambiguity: the top two candidate senses belong to different application domains (""Software/IT"" vs. ""General"")."
installation,installation,The product shall be expected to operate for at least 5 years for each customer installation.,Software/IT,0.603,0.874,0.1,0.5,False,None,Software/IT,the act of installing something (as equipment),,,"The word ""installation"" appears in a sentence whose detected domain is ""Software/IT"".
  Candidate sense 1: [Software/IT] the act of installing something (as equipment) (context similarity=0.21)
  Candidate sense 2: [General] a formal entry into an organization or position or office (context similarity=0.16)
Classified as INTER-DOMAIN ambiguity: the top two candidate senses belong to different application domains (""Software/IT"" vs. ""General"")."
system,system,The system has the capability to handle order communication within the integrated modules (Rad or Lab or Rx) along with communication to any potential interfaced modules.,Healthcare,0.57,0.5,0.7,0.5,False,None,General,instrumentality that combines interrelated interacting artifacts designed to work as a coherent entity,,,"The word ""system"" appears in a sentence whose detected domain is ""Healthcare"".
  Candidate sense 1: [General] instrumentality that combines interrelated interacting artifacts designed to work as a coherent entity (context similarity=0.00)
  Candidate sense 2: [Software/IT] a group of independent but interrelated elements comprising a unified whole (context similarity=0.00)
Classified as INTER-DOMAIN ambiguity: the top two candidate senses belong to different application domains (""General"" vs. ""Software/IT"")."
capability,capability,The system has the capability to handle order communication within the integrated modules (Rad or Lab or Rx) along with communication to any potential interfaced modules.,Healthcare,0.604,0.876,0.1,0.5,False,None,Healthcare,the susceptibility of something to a particular treatment,,,"The word ""capability"" appears in a sentence whose detected domain is ""Healthcare"".
  Candidate sense 1: [Healthcare] the susceptibility of something to a particular treatment (context similarity=0.10)
  Candidate sense 2: [Software/IT] the quality of being capable -- physically or intellectually or legally (context similarity=0.08)
Classified as INTER-DOMAIN ambiguity: the top two candidate senses belong to different application domains (""Healthcare"" vs. ""Software/IT"")."
handle,handle,The system has the capability to handle order communication within the integrated modules (Rad or Lab or Rx) along with communication to any potential interfaced modules.,Healthcare,0.782,0.987,0.4,0.0,True,Intra-Domain,Software/IT,"touch, lift, or hold with the hands",Software/IT,interact in a certain way,"The word ""handle"" appears in a sentence whose detected domain is ""Healthcare"".
  Candidate sense 1: [Software/IT] touch, lift, or hold with the hands (context similarity=0.11)
  Candidate sense 2: [Software/IT] interact in a certain way (context similarity=0.11)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Software/IT"" domain but represent distinct concepts."
order,order,The system has the capability to handle order communication within the integrated modules (Rad or Lab or Rx) along with communication to any potential interfaced modules.,Healthcare,0.929,0.891,1.0,0.5,True,Inter-Domain,Software/IT,"a request for something to be made, supplied, or served",Healthcare,a condition of regular or proper arrangement,"The word ""order"" appears in a sentence whose detected domain is ""Healthcare"".
  Candidate sense 1: [Software/IT] a request for something to be made, supplied, or served (context similarity=0.11)
  Candidate sense 2: [Healthcare] a condition of regular or proper arrangement (context similarity=0.09)
Classified as INTER-DOMAIN ambiguity: the top two candidate senses belong to different application domains (""Software/IT"" vs. ""Healthcare"")."
communication,communication,The system has the capability to handle order communication within the integrated modules (Rad or Lab or Rx) along with communication to any potential interfaced modules.,Healthcare,0.621,0.901,0.1,1.0,False,None,Networking,a connection allowing access between persons or places,,,"The word ""communication"" appears in a sentence whose detected domain is ""Healthcare"".
  Candidate sense 1: [Networking] a connection allowing access between persons or places (context similarity=0.18)
  Candidate sense 2: [General] the activity of communicating; the activity of conveying information (context similarity=0.15)
Classified as INTER-DOMAIN ambiguity: the top two candidate senses belong to different application domains (""Networking"" vs. ""General"")."
module,modules,The system has the capability to handle order communication within the integrated modules (Rad or Lab or Rx) along with communication to any potential interfaced modules.,Healthcare,0.395,0.5,0.2,0.0,False,None,Software/IT,one of the inherent cognitive or perceptual powers of the mind,,,"The word ""module"" appears in a sentence whose detected domain is ""Healthcare"".
  Candidate sense 1: [Software/IT] one of the inherent cognitive or perceptual powers of the mind (context similarity=0.00)
  Candidate sense 2: [Software/IT] detachable compartment of a spacecraft (context similarity=0.00)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Software/IT"" domain but represent distinct concepts."
